school,county
FAMILY CHRISTIAN ACADEMY ORLANDO,ORANGE
HILLCREST ELEMENTARY,ORANGE
LEGENDS ACADEMY CHARTER,ORANGE
ORANGE DISTRICT OFFICE,ORANGE
POSITIVE PATHWAYS TRANSITION CENTER,ORANGE
TRACE ACADEMY,ORANGE
NEW DIMENSIONS HIGH SCHOOL,OSCEOLA
ACADEMY OF LITTLE LEARNERS,PALM BEACH
BELIEVERS ACADEMY,PALM BEACH
BELVEDERE ELEMENTARY SCHOOL,PALM BEACH
BOYNTON BEACH COMMUNITY ADULT,PALM BEACH
CAMBRIDGE SCHOOLS IN WELLINGTON,PALM BEACH
CROSSPOINTE ELEMENTARY SCHOOL,PALM BEACH
CYPRESS TRAILS ELEMENTARY SCHOOL,PALM BEACH
FOREST HILL HIGH ADULT EDUCATION,PALM BEACH
G-STAR SCHOOL OF THE ARTS,PALM BEACH
GARDENS SCHOOL OF TECHNOLOGY ARTS INC,PALM BEACH
MOUNTAINEER'S SCHOOL OF AUTISM INC.,PALM BEACH
NORTHERN PRIVATE SCHOOL,PALM BEACH
PALM SPRINGS MIDDLE SCHOOL ADULT,PALM BEACH
CYPRESS CREEK HIGH ADULT EDUCATION,PASCO
MARY GIELLA ELEMENTARY SCHOOL,PASCO
RIVER RIDGE HIGH ADULT EDUCATION,PASCO
COUNTRYSIDE CHRISTIAN ACADEMY,PINELLAS
GULFCOAST SEVENTH-DAY ADVENTIST SCHOOL,PINELLAS
PINELLAS GULF COAST ACADEMY,PINELLAS
PINELLAS JUVENILE DET CENTER,PINELLAS
SOUTHSIDE CHRISTIAN ACADEMY,PINELLAS
DON E WOODS OPPORTUNITY CENTER,POLK
KATHLEEN HIGH SCHOOL,POLK
LAKELAND CROSSROADS SCHOOL,POLK
LOUGHMAN OAKS ELEMENTARY SCHOOL,POLK
MULBERRY HIGH SCHOOL,POLK
PATHWAYS SCHOOL OF EXCELLENCE,POLK
POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIG,POLK
PURCELL ELEMENTARY SCHOOL,POLK
SAINT ANTHONY CATHOLIC SCHOOL,POLK
DESERET ACADEMY,PUTNAM
CAPSTONE ACADEMY MILTON CHARTER SCHOOL,SANTA ROSA
BRICKHOUSE ACADEMY,SARASOTA
PROVIDENCE COMMUNITY SCHOOL,SARASOTA
THE LYMAN SCHOOL,SEMINOLE
ST. JOHNS COMMUNITY CAMPUS,ST. JOHNS
VICTORY PREPARATORY SCHOOL,ST. JOHNS
LWP,ST. LUCIE
PERFORMANCE BASED PREPARATORY ACADEMY,ST. LUCIE
BETTER LIFE ACADEMY - SUMTER,SUMTER
THE VILLAGES CHARTER ELEMENTARY SCHOOL,SUMTER
SUWANNEE DISTRICT OFFICE,SUWANNEE
DADE - DISCOVER MONTESSORI ACADEMY,UNKNOWN
DADE - FLORIDA CHRISTIAN SCHOOL,UNKNOWN
DADE - GLADEVIEW CHRISTIAN SCHOOL,UNKNOWN
DADE - OUR LADY OF THE HOLY ROSARY-ST RICHARD CATH,UNKNOWN
ERVING AND BEATRICE PESKOE K THROUGH 8 CENTER,UNKNOWN
GABLES MONTESSORI,UNKNOWN
KLA OF CORAL GABLES,UNKNOWN
LIGHTHOUSE GRILL,UNKNOWN
LUBAZITZH EDUCATIONAL CENTER,UNKNOWN
MIAMI-DADE - MIAMI NORLAND SENIOR HIGH SCHOOL,UNKNOWN
PEDRO MENENDEZ HIGH,UNKNOWN
RICKARDS HIGH SCHOOL,UNKNOWN
SUNRIDGE MIDDLE SCHOOL F2F,UNKNOWN
THE LEARNING EXPERIENCE,UNKNOWN
TOUCHING MIAMI WITH LOVE: WEST HOMESTEAD,UNKNOWN
WORKS CLEANING AND REPAIRING,UNKNOWN
LEGACY SCHOLARS ACADEMY,VOLUSIA
ORTONA ELEMENTARY SCHOOL,VOLUSIA
RIVERVIEW LEARNING CENTER,VOLUSIA
BAY SCHOOL,WALTON
AVEDA INSTITUTE DAVIE,BROWARD
KAIZEN BEAUTY ACADEMY,BROWARD
LAUDERHILL TECHNICAL COLLEGE,BROWARD
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI-DADE
FIU-ENGINEERING,MIAMI-DADE
ISTITUTO MARANGONI MIAMI,MIAMI-DADE
PILOT TRAINING CENTER,MIAMI-DADE
SAN IGNACIO COLLEGE,MIAMI-DADE
ST. GEORGE'S UNIVERSTY,MIAMI-DADE
YESHIVA GEDOLAH MIAMI,MIAMI-DADE
CONCORDE CAREER INSTITUTE-TAMPA,HILLSBOROUGH
AVEDA INSTITUTE-TALLAHASSEE,LEON
LECOM SCHOOL OF DENTAL MEDICINE,MANATEE
ORANGE TECHNICAL COLLEGE-ORLANDO,ORANGE
VALENCIA COLLEGE-LAKE NONA,ORANGE
FLORIDA CAREER COLLEGE-WEST PALM BEACH,PALM BEACH
PALM BEACH STATE COLLEGE-BELLE GLADE,PALM BEACH
RASMUSSEN COLLEGE-NEW PORT RICHEY,PASCO
NOVA SOUTHEASTERN UNIVERSITY-TAMPA BAY,PINELLAS
UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES-ST. A,ST. JOHNS
ARTISTIC NAILS & BEAUTY ACADEMY,UNKNOWN
AUBURN UNIVERSITY,UNKNOWN
GEORGE T BAKER AVIATION TECH COLLEGE,UNKNOWN
LIVINGSTONE COLLEGE,UNKNOWN
MIAMI DADE COLLEGE-MED CENTER,UNKNOWN
THE ONE AT UNIVERSITY CITY/FLORIDA INTERNATIONAL UNIV,UNKNOWN
USF,UNKNOWN
DAYTONA STATE COLLEGE-DELTONA,VOLUSIA
BPS,BREVARD
CAMBRIDGE ELEMENTARY MAGNET SCHOOL,BREVARD
COMMUNITY SCHOOL SOUTH,BROWARD
MILLENNIUM LEADERSHIP CHRISTIAN ACADEMY INC,BROWARD
PEMBROKE PINES CHARTER ELEMENTARY SCHOOL - WEST CA,BROWARD
SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAM,BROWARD
SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORT,BROWARD
CALUSA PREPARATORY SCHOOL,MIAMI-DADE
KIDZ CITY LEARNING CENTER,MIAMI-DADE
MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEG,MIAMI-DADE
PINECREST GLADES PREPARATORY ACADEMY MIDDLE HIGH S,MIAMI-DADE
REDLAND ELEMENTARY SCHOOL,MIAMI-DADE
SOUTHPOINT ACADEMY,MIAMI-DADE
THE GLORY OF GOD CHRISTIAN SCHOOL,MIAMI-DADE
VAN E. BLANTON ELEMENTARY SCHOOL,MIAMI-DADE
CLARKE SCHOOLS FOR HEARING AND SPEECH/JACKS,DUVAL
JACKSONVILLE CHRISTIAN ACADEMY,DUVAL
LIGHTHOUSE CHRISTIAN SCHOOL-ARLINGTON,DUVAL
NORTHWESTERN LEGENDS ELEMENTARY,DUVAL
PACE CENTER FOR GIRLS-JAX,DUVAL
YOUNG MENS/WOMENS LEADERSHIP ACADEMY AT EUGENE J,DUVAL
REINHARDT HOLM ELEMENTARY SCHOOL,ESCAMBIA
PALM COAST CHRISTIAN ACADAMY,FLAGLER
"PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""",GLADES
"BROOKSVILLE ENGINEERING, SCIENCE AND TECHNOLOGY",HERNANDO
BRANDON ADULT/COMMUNITY CENTER,HILLSBOROUGH
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST H,HILLSBOROUGH
KIMBELL ELEMENTARY SCHOOL,HILLSBOROUGH
PATRICIA SULLIVAN METROPOLITAN MINISTRIES PARTNERSHI,HILLSBOROUGH
TAMPA BAY CHRISTIAN ACADEMY OF FLORIDA INC,HILLSBOROUGH
BONIFAY K-8,HOLMES
JEFFERSON COUNTY ELEMENTARY A SOMERSET CHARTER SC,JEFFERSON
LIGHTHOUSE CHRISTIAN ACADEMY,LAFAYETTE
ORANGEWOOD ELEMENTARY,LEE
THE SCHOOL OF ARTS & SCIENCES CENTRE,LEON
MADISON STREET ACADEMY OF VISUAL AND PERFORMING AR,MARION
LITTLE PRODIGY SCHOOL OF THE ARTS,MARTIN
RIVERBEND ACADEMY,MARTIN
MONROE COUNTY DETENTION CENTER,MONROE
RIVERDALE ELEMENTARY SCHOOL,ORANGE
BRIGHT FUTURES ACADEMY,PALM BEACH
K. E. CUNNINGHAM/CANAL POINT ELEMENTARY,PALM BEACH
THE LEARNING ACADEMY AT THE ELS CENTER OF EXCELLENC,PALM BEACH
WEST BOCA RATON COMMUNITY HIGH SCHOOL ADULT EDUCA,PALM BEACH
RAINTREE CHRISTIAN ACADEMY,PASCO
THE ACADEMY OF SPECTRUM DIVERSITY 54,PASCO
PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND T,PINELLAS
RICHARD O JACOBSON TECHNICAL HIGH SCHOOL AT SEMINOL,PINELLAS
THE FRENCH AMERICAN SCHOOL OF TAMPA BAY,PINELLAS
TOMLINSON ADULT LEARNING CENTER,PINELLAS
POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER,HIGHPOLK
CHILDRENS READING CENTER CHARTER SCHOOL,PUTNAM
SCPS EARLY LEARNING CENTER,SEMINOLE
NEW GENERATION CHRISTIAN LIVE OAK,SUWANNEE
CHILDREN'S MONTESSORI ACADEMY,UNKNOWN
DADE - CONCHITA ESPINOSA ACADEMY,UNKNOWN
DOWNTOWN DORAL CHARTER ELEMENTARY,UNKNOWN
EAST COAST MIGRANT HEADSTART PROJECT - LA FAMILIA CEN,UNKNOWN
ESCAMBIA - LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY PREP,UNKNOWN
MIAMI CORAL PARK SENIOR HIGH SCHOOL,UNKNOWN
PINE CREST COVE,UNKNOWN
SOUTHWEST SENIOR HIGH SCHOOL,UNKNOWN
ST. STEPHEN'S EPISCOPAL DAY SCHOOL,UNKNOWN
SUCCESS ACADEMY,UNKNOWN
VICTORY CHARTER TAMPA,UNKNOWN
WISH NOT TO DISCLOSE,UNKNOWN
ASA COLLEGE,MIAMI-DADE
CELEBRITY SCHOOL OF BEAUTY,MIAMI-DADE
FLORIDA INTERNATIONAL UNIVERSITY: BISCAYNE BAY,MIAMI-DADE
MILLENNIA ATLANTIC UNIVERSITY,MIAMI-DADE
ART INSTITUTE OF TAMPA-A BRANCH OF MIAMI INTERNATIONA,HILLSBOROUGH
HILLSBOROUGH COMMUNITY COLLEGE DISTRICT BUILDING,HILLSBOROUGH
FLORIDA STATE UNIVERSITY SCHOOL DISTRICT,LEON
WICHITA AREA TECHNICAL COLLEGE,PALM BEACH
UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES-ST. AU,ST. JOHNS
LAKE ERIE COLLEGE OF MEDICINE,UNKNOWN
RCMA WIMAUMA COMMUNITY ACADEMY-RCMA CHARTER SCH,UNKNOWN
SAINT VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICA,UNKNOWN
ALACHUA LEARNING ACADEMY ELEMENTARY,ALACHUA
BUCHHOLZ HIGH SCHOOL,ALACHUA
FAMILY LIFE ACADEMY,ALACHUA
METCALFE ELEMENTARY SCHOOL,ALACHUA
"MICANOPY AREA COOPERATIVE SCHOOL, INC.",ALACHUA
THE ONE ROOM SCHOOLHOUSE,ALACHUA
NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY SCHO,BAY
OUR SAVIOUR'S SCHOOL,BREVARD
SPACE COAST CHRISTIAN ACADEMY,BREVARD
ALPHA INTERNATIONAL ACADEMY,BROWARD
BROWARD CHRISTIAN ACADEMY,BROWARD
CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCH,BROWARD
DISCOVERY ELEMENTARY SCHOOL,BROWARD
HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE SCH,BROWARD
HOLLYWOOD CENTRAL ELEMENTARY SCHOOL,BROWARD
IMAGINE CHARTER SCHOOL AT NORTH LAUDERDALE ELEME,BROWARD
INTERNATIONAL MONTESSORI KIDS CENTER,BROWARD
NORTH BROWARD PREPARATORY SCHOOL,BROWARD
NORTH BROWARD PREPATORY SCHOOL,BROWARD
NORTH BROWRD PREARATORY SCHOOL,BROWARD
OUR LADY QUEEN OF MARTYRS,BROWARD
PALM COVE ELEMENTARY SCHOOL,BROWARD
PEMBROKE PINES CHARTER ELEMENTARY - CENTRAL CAMPU,BROWARD
PEMBROKE PINES CHARTER HIGH SCHOOL,BROWARD
SAWGRASS MIDDLE SCHOOL,BROWARD
SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL,BROWARD
ST THOMAS AQUINAS HS,BROWARD
ST.THOMAS AQUINAS HIGH SCHOOL,BROWARD
SUPER SCHOOL,BROWARD
THE GODDARD SCHOOL IN PARKLAND,BROWARD
WEST MINSTER ACADEMY,BROWARD
FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,CHARLOTTE
KANVAS ACADEMY,CLAY
ABF LEARNING CENTER,MIAMI-DADE
AMERICAN CHRISTIAN SCHOOL ART CENTER,MIAMI-DADE
C. G. BETHEL HIGH SCHOOL,MIAMI-DADE
CHILDREN'S PARADISE LEARNING CENTER INC.,MIAMI-DADE
GABLES PRESCHOOL INC,MIAMI-DADE
GERTRUDE K. EDELMAN/SABAL PALM,MIAMI-DADE
HORACE MANN MIDDLE SCHOOL,MIAMI-DADE
INTERNATIONAL CHILDREN'S ACADEMY,MIAMI-DADE
JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTAR,MIAMI-DADE
JUST KIDS CENTERS INC,MIAMI-DADE
LEWALK CENTER,MIAMI-DADE
LIBERTY ACADEMY,MIAMI-DADE
LINCOLN-MARTI COMMUNITY AGENCY 17,MIAMI-DADE
LINCOLN-MARTI COMMUNITY AGENCY 80,MIAMI-DADE
MENI NINHO MENI NINHA INC,MIAMI-DADE
MIAMI-DADE - NAUTILUS MIDDLE SCHOOL,MIAMI-DADE
MIAMI-DADE - CITY OF HIALEAH EDUCATION ACADEMY,MIAMI-DADE
NORTH GARDENS HIGH SCHOOL,MIAMI-DADE
NORTH MIAMI ELEMENTARY SCHOOL,MIAMI-DADE
OLYMPIA HEIGHTS ELEMENTARY SCHOOL,MIAMI-DADE
PHYLLIS WHEATLEY ELEMENTARY SCHOOL,MIAMI-DADE
RICHMOND HEIGHTS MIDDLE SCHOOL,MIAMI-DADE
ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL C,MIAMI-DADE
SCHOOL FOR ADVANCED STUDIES HOMESTEAD,MIAMI-DADE
SOMERSET PREPARATORY ACADEMY HIGH SCHOOL HOMEST,MIAMI-DADE
VICTORIA'S PLAYHOUSE DAYCARE PRE-K,MIAMI-DADE
FOUNDATION ACADEMY,DUVAL
BEULAH ACADEMY OF SCIENCE,ESCAMBIA
CLEWISTON YOUTH DEVELOPMENTAL ACADEMY,HENDRY
EASTSIDE ELEMENTARY SCHOOL,HERNANDO
METHODIST SCHOOL CENTER - BROOKSVILLE,HERNANDO
ORANGE GROVE MIDDLE MAGNET SCHOOL,HILLSBOROUGH
SUMNER HIGH SCHOOL,HILLSBOROUGH
TRINITY EDUCATION ACADEMY OF CHRISTIAN HOMESCHOOL,HILLSBOROUGH
FAITH LUTHERAN SCHOOL,LAKE
VILLAGES ELEMENTARY,LAKE
LEHIGH ACRES CHRISTIAN SCHOOL,LEE
SAINT FRANCIS XAVIER,LEE
FRANKLIN VIRTUAL SCHOOLS,LEON
LOUISE R JOHNSON K-8 SCHOOL OF INTERNATIONAL STUDIE,MANATEE
ROBERT H. PRINE ELEMENTARY SCHOOL,MANATEE
DESTINY LEADERSHIP ACADEMY,MARION
EPISCOPAL CHILDREN'S SERVICES,MARION
HOPE RURAL SCHOOL INC.,MARTIN
OKEECHOBEE ADVENTIST CHRISTIAN SCHOOL,OKEECHOBEE
ALOMA HIGH CHARTER,ORANGE
BERYL WISDOM ADVENTIST SCHOOL,ORANGE
BRIDGE TO INDEPENDENCE INC.,ORANGE
CHANGING LIVES ACADEMY INC.,ORANGE
LAKE GEM ELEMENTARY,ORANGE
PARK SCHOOL,ORANGE
THACKER AVENUE ELEMENTARY FOR INTERNATIONAL STUDI,OSCEOLA
TRINITY LUTHERAN SCHOOL,OSCEOLA
ALL ABOUT KIDS LEARNING CENTER WPB,PALM BEACH
BALDWIN PREP SCHOOL,PALM BEACH
GREENACRES CHRISTIAN ACADEMY,PALM BEACH
KENTWOOD PREPARATORY SCHOOL,PALM BEACH
LAKE PARK BAPTIST SCHOOL,PALM BEACH
RENAISSANCE CHARTER SCHOOL AT CENTRAL PALM,PALM BEACH
SOMERSET ACADEMY CANYONS MIDDLE SCHOOL,PALM BEACH
THE LEARNING ACADEMY AT THE ELS CENTER OF EXCELLEN,PALM BEACH
VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMP,PALM BEACH
MILLENNIUM ACADEMY,PASCO
SUNLAKE HIGH ADULT EDUCATION,PASCO
TRINITY ONLINE SCHOOL,PASCO
ST. PETERSBURG COLLEGIATE HIGH SCHOOL NORTH PINELL,PINELLAS
CYPRESS JUNCTION MONTESSORI,POLK
LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY PREP,SANTA ROSA
NAVARRE UNITED METHODIST PRESCHOOL,SANTA ROSA
GULF GATE ELEMENTARY SCHOOL,SARASOTA
SANLANDO CHRISTIAN SCHOOL,SEMINOLE
FLORIDA SCHOOL FOR DEAF AND BLIND,ST. JOHNS
HERITAGE CHRISTIAN ACADEMY,ST. LUCIE
AVON PARK HIGH SCHOOL,UNKNOWN
BISCAYNE GARDEN ELEMENTARY SCHOOL,UNKNOWN
CONLEY,UNKNOWN
DADE - FISHER ISLAND DAY SCHOOL,UNKNOWN
DECLINED TO GIVE,UNKNOWN
DEPARTMENT OF EXCEPTIONAL STUDENT EDUCATION,UNKNOWN
DPT OF FOOD AND NUTRITION,UNKNOWN
DR ROLANDO ESPINOSA K-8 CENTER,UNKNOWN
EASTERSEALS SOUTH FLORIDA,UNKNOWN
FCAA CHILDREN'S PLACE,UNKNOWN
FLORIDA EDUCATION INSITUTE,UNKNOWN
HARDEE JUNIOR HIGH SCHOOL,UNKNOWN
IRVING & BEATRICE PESKOE K-8 CENTER,UNKNOWN
LA PIATZA ACADEMY,UNKNOWN
MAINTENANCE,UNKNOWN
MIAMI ART CHARTER SCHOOL,UNKNOWN
MIAMI-DADE - WINSTON PARK K-8 CENTER,UNKNOWN
MONTFORD,UNKNOWN
PIEDMONT LAKES MIDDLE,UNKNOWN
PINE CREST GLADES ACADEMY,UNKNOWN
PPREC,UNKNOWN
PRIMROSE SCHOOL OF MIRAMAR,UNKNOWN
SHELTON ACADEMY SCHOOL,UNKNOWN
WAKULLA HIGH SCHOOL,UNKNOWN
WILLISTON ELEMENTARY SCHOOL,UNKNOWN
YSHIBA ELEMENTARY SCHOOL,UNKNOWN
CREATIVE PATHWAYS PREPARATORY ACADEMY INC.,VOLUSIA
WAKULLA INSTITUTE,WAKULLA
DUNE LAKES ELEMENTARY SCHOOL,WALTON
BROWARD COLLEGE WESTON,BROWARD
FLORIDA CAREER COLLEGE-PEMBROKE PINES,BROWARD
NOVA SOUTHEASTERN UNIVERSITY-DENTAL,BROWARD
NOVA SOUTHEASTERN UNIVERSITY-OCEANOGRAPHIC CENTE,BROWARD
FLORIDA SOUTHWESTERN STATE COLLEGE-CHARLOTTE COU,CHARLOTTE
FLORIDA INTERNATIONAL UNIVERSITY BISCAYNE BAY,MIAMI-DADE
FLORIDA NATIONAL UNIVERSITY-SOUTH,MIAMI-DADE
GEORGE T BAKER TECHNICAL COLLEGE,MIAMI-DADE
HILLSBOROUGH COMMUNITY COLLEGE AT THE REGENT,HILLSBOROUGH
ORANGE TECHNICAL COLLEGE,ORANGE
PALM BEACH ACADEMY,PALM BEACH
PAUL MITCHELL THE SCHOOL-ORLANDO,SEMINOLE
GRATIGNY ELEMENTARY,UNKNOWN
MATTER ACADAEMY,UNKNOWN
NOVA SOUTHEASTEN UNIVERSITY,UNKNOWN
ORANGE TECHNICAL SCHOOL CULINARY,UNKNOWN
POLY TECH UNIVERSITY,UNKNOWN
MICANOPY ACADEMY,ALACHUA
PALM BAY PREPARATORY ACADEMY 6-12,BAY
BREVARD DISTRICT OFFICE,BREVARD
COASTAL COMMUNITY SCHOOL,BREVARD
FREEDOM 7 ELEMENTARY SCHOOL OF INTERNATIONAL STUDI,BREVARD
JOURNEYS ACADEMY EDUCATIONAL PATHWAYS TO SUCESS,BREVARD
CORAL SPRINGS K-8,BROWARD
CRAYONS CHILDCARE,BROWARD
EAGLE POINT ELEMENTARY,BROWARD
INTERNATIONAL SCHOOL OF BROWARD,BROWARD
MASTER MINDS ACADEMY,BROWARD
PARK SIDES ELEMENTARY,BROWARD
PEMBROKE PINES CHARTER SCHOOL - CENTRAL CAMPUS MID,BROWARD
SOMERSET PREPARATORY ACADEMY CHARTER SCHOOL AT NO,BROWARD
TEMPLE BETH ORR,BROWARD
THE GODDARD SCHOOL,BROWARD
PORT CHARLOTTE ADVENTIST SCHOOL,CHARLOTTE
CALVARY CHRISTIAN ACADEMY,CLAY
WAVES OF WONDER MONTESSORI SCHOOL,COLLIER
HART 2 HART CHRISTIAN ACADEMY,COLUMBIA
AMERICAN HIGH SCHOOL ACADEMY INC.,MIAMI-DADE
BISCAYNE GARDENS ELEMENTARY,MIAMI-DADE
BISCAYNE PARK SCHOOL EARLY LEARNING CENTER,MIAMI-DADE
CHAMBERS HIGH SCHOOL,MIAMI-DADE
IT'S A SMALL WORLD ELEMENTARY SCHOOL,MIAMI-DADE
KAYLEENS LEARNING CENTER,MIAMI-DADE
KIDS LEARNING CENTER OF SOUTH DADE III,MIAMI-DADE
LEARNING LINKS SCHOOL HOUSE,MIAMI-DADE
LINCOLN-MARTI COMMUNITY AGENCY 16,MIAMI-DADE
LINCOLN-MARTI COMMUNITY AGENCY 41,MIAMI-DADE
LOVELY STARS CHILD CARE ACADEMY,MIAMI-DADE
MIAMI PALMETTO SENIOR HIGH ADULT,MIAMI-DADE
MY LITTLE WORLD,MIAMI-DADE
OUR INTERNATIONAL ACADEMY AT CORAL GABLES,MIAMI-DADE
SHEPHERD OF GOD CHRISTIAN ACADEMY CORP.,MIAMI-DADE
SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CA,MIAMI-DADE
STARS GLOBAL PREPARATORY,MIAMI-DADE
TWIN LAKES ELEMENTARY SCHOOL,MIAMI-DADE
WEST DADE ACADEMY,MIAMI-DADE
DHS,DESOTO
JAMES WELDON JOHNSON COLLEGE PREPARTORY MIDDLE SC,DUVAL
LA CORE CHRISTIAN ELEMENTARY SCHOOL,DUVAL
PARSONS CHRISTIAN ACADEMY,DUVAL
"SOMERSET ACADEMY-ELEMENTARY, EAGLE CAMPUS",DUVAL
ST. JOSEPH CATHOLIC SCHOOL,DUVAL
ST. PAUL'S CATHOLIC - BEACH,DUVAL
FLORIDA STATE HOSPITAL,GADSDEN
FAITH CHRISTIAN SCHOOL,GULF
GULF COUNTY ADULT SCHOOL,GULF
HENDRY DISTRICT OFFICE,HENDRY
FIRST UNITED METHODIST SCHOOL CENTER,HERNANDO
THE KINDERGARTEN LEARNING CENTER,HIGHLANDS
ALTIERUS CAREER COLLEGE,HILLSBOROUGH
FAITH CHRISTIAN ACADEMY,HILLSBOROUGH
HIFZ ACADEMY,HILLSBOROUGH
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SC,HILLSBOROUGH
LEGACY CHRISTIAN ACADEMY,HILLSBOROUGH
SOUTH COUNTY CAREER CENTER,HILLSBOROUGH
VILLAGE OF EXCELLENCE ACADEMY,HILLSBOROUGH
VILLAGE OF EXCELLENCE ACADEMY MIDDLE SCHOOL,HILLSBOROUGH
ALTERNATIVE CENTER FOR EDUCATION,INDIAN RIVER
LAKE ACADEMY EUSTIS,LAKE
SEMINOLE SPRINGS ELEMENTARY,LAKE
THE VILLAGES HIGH SCHOOL,LAKE
CHRISTIAN LIFE ACADEMY OF LEE COUNTY,LEE
DUNBAR COMMUNITY SCHOOL,LEE
GUNNERY ROAD CHRISTIAN ACADEMY,LEE
PALM ACRES CHARTER HIGH SCHOOL,LEE
ROYAL PALM EXCEPTIONAL CENTER,LEE
ACTS ACADEMY,LEON
FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH SCHO,LEON
RICKARDS HIGH SCHOOLS,LEON
AVE MARIA UNIVERSITY PREPARATORY SCHOOL INC,MANATEE
LOUISE R JOHNSON K-8 SCHOOL OF INTERNATIONAL STUDIES,MANATEE
MANATEE TECHNICAL COLLEGE,MANATEE
ST PAUL CHRISTIAN SCHOOL,MARION
ALPHA AND OMEGA CHRISTIAN LEARNING CENTER,OKALOOSA
BEULAH CHRISTIAN ACADEMY,OKALOOSA
NORTHWEST FLORIDA BALLET ACADEMIE,OKALOOSA
RUCKLE MIDDLE SCHOOL,OKALOOSA
BONNEVILLE ELEMENTARY SCHOOL,ORANGE
CHARITY LEARNING ACADEMY INC.,ORANGE
ECON RIVER HIGH CHARTER,ORANGE
GLAD TIDINGS ACADEMY- EAST,ORANGE
LAKE EOLA CHARTER,ORANGE
LAKE SILVER ELEMENTARY SCHOOL,ORANGE
UCP BAILES COMMUNITY ACADEMY,ORANGE
ATLANTIC HIGH ADULT EDUCATION CENTER,PALM BEACH
EQUESTRIAN TRAILS ELEMENTARY SCHOOL,PALM BEACH
LITTLE DUDE RANCH ACADEMY,PALM BEACH
SAINT JOHN PAUL II ACADEMY,PALM BEACH
VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPU,PALM BEACH
ACHIEVE CENTER AT RICHEY,PASCO
LAND O' LAKES HIGH ADULT EDUCATION,PASCO
PASCO COUNTY SCHOOL DISTRICT TRANSPORTATION DEPART,PASCO
THE ACADEMYOFSPECTRUMDIVERSITY FIRST STREET,PASCO
CLEARWATER ADULT EDUCATION CENTER,PINELLAS
EAST AREA ADULT SCHOOL,POLK
EXCEL LEARNING ACADEMY,POLK
LANDMARK CHRISTIAN ACADEMY,POLK
POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH,POLK
RIDGE TEEN PARENT PROGRAM,POLK
TRANSITION SCHOOL,POLK
TREASURES OF LIFE ACADEMY,POLK
ENDEAVOR SCHOOL,SEMINOLE
THE ROCK ACADEMY,SEMINOLE
DEAF/BLIND DISTRICT OFFICE,ST. JOHNS
PONTE VEDRA PALM VALLEY- RAWLINGS ELEMENTARY SCHOO,ST. JOHNS
FORT PIERCE WESTWOOD ACADEMY THE W.E.S.T. PREP MAGN,ST. LUCIE
GOLDEN MINDS LEARNING CENTER INC.,ST. LUCIE
SUN GROVE MONTESSORI SCHOOL,ST. LUCIE
ARTHUR & POLLY CONSERVATORY,UNKNOWN
BRIGHAM ACADEMY,UNKNOWN
DADE - MASTERS PREPARATORY SCHOOL,UNKNOWN
DAY COUNTY PUBLIC SCHOOL,UNKNOWN
DORAL ACADEMY,UNKNOWN
HILLIARD MIDDLE SENIOR HIGH,UNKNOWN
J. C MITCHELL ELEMENTARY,UNKNOWN
JORGE MAS CANO MIDDLE SCHOOL,UNKNOWN
KEY WEST HIGH SCHOOL,UNKNOWN
LINCOLN PARK ACADEMY,UNKNOWN
MARION TECHNICAL INSTITUTE,UNKNOWN
MCPS DISTRICT OFFICE,UNKNOWN
MIAMI-DADE - SOMERSET ACADEMY ELEMENTARY SCHOOL S,UNKNOWN
MIAMI-DADE - THENA CROWDER EARLY CHILDHOOD DIAGNOS,UNKNOWN
MILLENIUN 6-12 MS,UNKNOWN
MODERN SCHOOL OF MUSIC,UNKNOWN
OLYMPIC HEIGHTS HIGH,UNKNOWN
PEMBROKE LAKES ELEMENTARY,UNKNOWN
